"","tweet","existence","existence.confidence","cleantweet"
"153","New blog post: Mandating energy benchmarking: The next step for cities in addressing #climate change? [link]","N/A",0.7941,"New blog post: Mandating energy benchmarking: The next step for cities in addressing #climate change? [link]"
"154","RealDocWatson on global warming: Go to Antarctica and stake a claim now! It will be like Florida in a few years!","Yes",0.774,"RealDocWatson on global warming: Go to Antarctica and stake a claim now! It will be like Florida in a few years!"
"155","How much trouble does global warming mean for agriculture? Just ask the wine industry. [link]","Yes",1,"How much trouble does global warming mean for agriculture? Just ask the wine industry. [link]"
"156","Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show] [link]","Yes",1,"Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show] [link]"
"157","Climate Change: From Paris to the Alps, European Places in Peril (photos) [link]","Yes",1,"Climate Change: From Paris to the Alps, European Places in Peril (photos) [link]"
"158","How Climate Change Will Change The Electoral Map: The National Oceanic and Atmospheric Administration isn't known ... [link]","N/A",0.6395,"How Climate Change Will Change The Electoral Map: The National Oceanic and Atmospheric Administration isn't known ... [link]"
"159","M Report: Cleaner Air Could Actually Intensify Global Warming: As much of the world marked Earth Day this past week, the Environmental...","Yes",0.8018,"M Report: Cleaner Air Could Actually Intensify Global Warming: As much of the world marked Earth Day this past week, the Environmental..."
"160","RT @Newsweek: Global Warming Kills Forests In Colorado [link]","Yes",1,"RT @Newsweek: Global Warming Kills Forests In Colorado [link]"
"161","Global warming is a threat, after all|Tim Blair rounds up the latest news from the wild frontiers of global .. [link]","Yes",1,"Global warming is a threat, after all|Tim Blair rounds up the latest news from the wild frontiers of global .. [link]"
"162","Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change [link]","Yes",1,"Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change [link]"
"163","How Global Warming Is Killing California's Wine Buzz: Dr. Kimberley Cahill presented on ""Climate Change in Califor... [link]","Yes",1,"How Global Warming Is Killing California's Wine Buzz: Dr. Kimberley Cahill presented on ""Climate Change in Califor... [link]"
"164","RT @uncajoe: uncajoe: PLZ RT & #Digg Climate Of Hate: The Politics Of Climate Change Denial: As H... [link]","N/A",0.6348,"RT @uncajoe: uncajoe: PLZ RT & #Digg Climate Of Hate: The Politics Of Climate Change Denial: As H... [link]"
"165","GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. [link]","Yes",1,"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. [link]"
"166","GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. [link]","Yes",1,"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. [link]"
"167","Good going douche. I'm sure there is no climate change in your backass world - Graham move imperils Obama agenda - [link]","Yes",0.8017,"Good going douche. I'm sure there is no climate change in your backass world - Graham move imperils Obama agenda - [link]"
"168","Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. [link]","Yes",1,"Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. [link]"
"169","Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. [link]","Yes",1,"Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. [link]"
"170","Bats, Birds and Lizards Can Fight Climate Change By Eating Insects: Birds, bats and lizards may play an important... [link]","Yes",0.8149,"Bats, Birds and Lizards Can Fight Climate Change By Eating Insects: Birds, bats and lizards may play an important... [link]"
"171","RT @indiaenvportal: Make IT green: cloud computing and its contribution to climate change  [link]","Yes",0.6484,"RT @indiaenvportal: Make IT green: cloud computing and its contribution to climate change  [link]"
"172","RT @HeidiAmes: Climate change favors invasive species over indigenous ones. 30% of plants Thoreau saw are now extinct. [link]","Yes",1,"RT @HeidiAmes: Climate change favors invasive species over indigenous ones. 30% of plants Thoreau saw are now extinct. [link]"
"173","scary RT @ClimateProject Climate change altering U.S. seasons: Spring 10 days early: [link]","Yes",1,"scary RT @ClimateProject Climate change altering U.S. seasons: Spring 10 days early: [link]"
"174","RT @thompsonPLC @boliviaun Pres Evo Morales in @LATimes climate change:lessons from indigenous peoples [link]","N/A",0.6088,"RT @thompsonPLC @boliviaun Pres Evo Morales in @LATimes climate change:lessons from indigenous peoples [link]"
"175","RT @Newsweek: Global Warming Kills Forests In Colorado [link]","Yes",1,"RT @Newsweek: Global Warming Kills Forests In Colorado [link]"
"176","MediaGlobal report on special Tipping Point Earth Day event: Science and art mobilize to fight climate change [link]","Yes",0.7884,"MediaGlobal report on special Tipping Point Earth Day event: Science and art mobilize to fight climate change [link]"
"177","a review of yesterday's discussions: [link]","N/A",0.7913,"a review of yesterday's discussions: [link]"
"178","Global Warming Kills Forests In Colorado [link]","Yes",1,"Global Warming Kills Forests In Colorado [link]"
"179","Combating climate change: lessons from the world's indigenous peoples: When I arrived at the United Nations climat... [link]","Yes",0.599,"Combating climate change: lessons from the world's indigenous peoples: When I arrived at the United Nations climat... [link]"
"180","Africa: Meteorology Services Gear Up for Climate Change: On the continent most vulnerable to climate c... [link]","Yes",0.8814,"Africa: Meteorology Services Gear Up for Climate Change: On the continent most vulnerable to climate c... [link]"
"181","GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... [link]","N/A",0.5868,"GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... [link]"
"182","China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. [link]","Yes",1,"China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. [link]"
"183","China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. [link]","Yes",0.776,"China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. [link]"
"184","Now on PBS: Going Green New York: Examining how New Yorkers are confronting climate change Check local listings [link]","Yes",1,"Now on PBS: Going Green New York: Examining how New Yorkers are confronting climate change Check local listings [link]"
"185","Official NASA Report: Sun Causes Climate Change:  [link]","Yes",1,"Official NASA Report: Sun Causes Climate Change:  [link]"
"186","RT @TreeHugger RT @huffpostgreen well this is just crazy: Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' [link]","Yes",0.6584,"RT @TreeHugger RT @huffpostgreen well this is just crazy: Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' [link]"
"187","RT @sciam: Impacts of Climate Change Extend to Human Health [link]","Yes",1,"RT @sciam: Impacts of Climate Change Extend to Human Health [link]"
"188","Impacts of Climate Change Extend to Human Health [link]","Yes",1,"Impacts of Climate Change Extend to Human Health [link]"
"189","The good news about the very bad news (about climate change) by Rebecca Solnit [link]","N/A",0.611,"The good news about the very bad news (about climate change) by Rebecca Solnit [link]"
"190","Alpha Phi Alpha Takes on Climate Change and Energy Efficiency - [link]","Yes",0.8256,"Alpha Phi Alpha Takes on Climate Change and Energy Efficiency - [link]"
"191","GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... [link]","N/A",0.5693,"GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... [link]"
"192","Natural variability does not explain global warming, climate scientists tell popular TV meteorologist [link]","Yes",0.634,"Natural variability does not explain global warming, climate scientists tell popular TV meteorologist [link]"
"193","Rebecca Solnit: 350 Degrees of Inseparability: The Good News About the Very Bad News (About Climate Change) [link]","Yes",0.6458,"Rebecca Solnit: 350 Degrees of Inseparability: The Good News About the Very Bad News (About Climate Change) [link]"
"194","Watch video: Climate change threatens sacred Tibetan mountain, including land known as Shangri-La [link]","Yes",1,"Watch video: Climate change threatens sacred Tibetan mountain, including land known as Shangri-La [link]"
"195","African Meteorology Services Gear Up for Climate Change. (america.gov) #IRI [link]","Yes",0.5944,"African Meteorology Services Gear Up for Climate Change. (america.gov) #IRI [link]"
"196","Economists Say Climate Change Is Bad For Economy [link]","Yes",0.7866,"Economists Say Climate Change Is Bad For Economy [link]"
"197","Economists Say Climate Change Is Bad For Economy [link]","Yes",0.646,"Economists Say Climate Change Is Bad For Economy [link]"
"198","Report: Allergy Season to Get Worse with Climate Change (Time.com) [link]","Yes",0.817,"Report: Allergy Season to Get Worse with Climate Change (Time.com) [link]"
"199","Don•À_t Kill Bill •À_ Save the Climate Change Accountability Act! [link]","Yes",1,"Donï¿½ï¿½_t Kill Bill ï¿½ï¿½_ Save the Climate Change Accountability Act! [link]"
"200","RT @Oxfam #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable [link]","Yes",0.5976,"RT @Oxfam #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable [link]"
"201","Denis Hayes, founder of Earth Day, compares global climate change to Irish Famine (IrishCentral) News Weather Politics [link]","Yes",0.6359,"Denis Hayes, founder of Earth Day, compares global climate change to Irish Famine (IrishCentral) News Weather Politics [link]"
"202","RT @Oxfam: #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable [link]","Yes",1,"RT @Oxfam: #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable [link]"
"203","ITS #EARTHDAY!!! Be aware of what you consume, waste, & how you treat this place. we only have 1 & as we can see global warming is in effect","Yes",1,"ITS #EARTHDAY!!! Be aware of what you consume, waste, & how you treat this place. we only have 1 & as we can see global warming is in effect"
